HouseholdRole,Age,Sex,Education,MonthlyIncome,IncomeLevel,IndustryCode,HouseholdSES,HouseholdItem,PeriodStay,FamilySES,MeanSES,Ketena
1,30,1,10,400,Low,6,3,2,3,2,2.333333333,1
0,25,1,10,,,,,,,,,1
1,29,0,8,300,Low,7,3,2,4,2,2.333333333,1
0,20,1,6,,,,,,,,,1
0,2,1,,,,,,,,,,1
0,7,1,98,,,,,,,,,1
1,26,0,6,300,Low,7,3,1,6,2,2,1
0,27,1,6,,,,,,,,,1
0,10,1,4,,,,,,,,,1
0,2,1,,,,,,,,,,1
1,35,0,8,500,Low,6,3,1,1,2,2,1
0,20,1,12.5,,,,,,,,,1
0,2,1,,,,,,,,,,1
1,25,0,10,1000,Medium,6,3,2,2,2,2.333333333,1
0,30,1,6,,,,,,,,,1
1,40,0,5,1000,Medium,12,1,2,30,2,1.666666667,1
0,40,1,6,,,,,,,,,1
0,25,0,14,,,,,,,,,1
0,18,0,10,,,,,,,,,1
0,15,0,8,,,,,,,,,1
1,30,0,7,1500,Medium,6,3,1,3,2,2,1
0,26,1,8,,,,,,,,,1
0,5,1,98,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,24,0,12,4000,High,98,3,2,98,2,2.333333333,1
0,21,1,10,,,,,,,,,1
1,29,0,,500,Low,6,3,1,,,2,1
0,26,1,2,,,,,,,,,1
1,50,1,,1000,Medium,12,1,2,20,2,1.666666667,1
0,18,0,9,,,,,,,,,1
0,18,0,9,,,,,,,,,1
0,8,1,1,,,,,,,,,1
1,32,0,9,1000,Medium,6,3,2,2,2,2.333333333,1
0,25,1,9,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,20,1,10,,,,,,,,,1
1,47,0,8,500,Low,6,1,1,6,2,1.333333333,1
0,24,1,12.5,,,,,,,,,1
0,23,0,14,,,,,,,,,1
0,4,0,98,,,,,,,,,1
1,38,0,,500,Low,6,1,1,5,2,1.333333333,1
0,26,1,8,,,,,,,,,1
0,2,0,,,,,,,,,,1
0,10,0,3,,,,,,,,,1
0,18,1,8,,,,,,,,,1
1,30,0,14,1000,Medium,98,1,1,6,2,1.333333333,1
0,30,1,4,,,,,,,,,1
0,13,1,8,,,,,,,,,1
0,20,0,12,,,,,,,,,1
1,20,0,9,500,Low,6,1,1,4,2,1.333333333,1
0,19,1,5,,,,,,,,,1
0,18,0,7,,,,,,,,,1
1,45,0,,500,Low,,1,1,10,2,1.333333333,1
0,35,1,,,,,,,,,,1
0,17,0,8,,,,,,,,,1
0,15,0,9,,,,,,,,,1
1,45,1,,500,Low,12,2,2,18,2,2,1
0,25,1,8,,,,,,,,,1
0,23,1,10,,,,,,,,,1
1,40,1,8,2000,Medium,12,3,3,17,2,2.666666667,1
0,13,1,9,,,,,,,,,1
0,15,1,6,,,,,,,,,1
0,21,0,14,,,,,,,,,1
1,30,0,,1000,Medium,6,2,2,2,2,2,1
1,28,1,12.5,1800,Medium,,2,2,10,2,2,1
1,63,0,6,2000,Medium,12,2,2,33,2,2,1
0,52,1,,,,,,,,,,1
0,32,1,4,,,,,,,,,1
0,32,1,7,,,,,,,,,1
0,30,1,12,,,,,,,,,1
1,19,1,10,1000,Medium,6,3,1,1,1,1.666666667,1
0,24,1,10,,,,,,,,,1
0,25,0,4,,,,,,,,,1
1,28,1,7,1000,Medium,98,3,1,10,1,1.666666667,1
0,18,0,8,,,,,,,,,1
1,29,0,8,1000,Medium,98,3,1,5,1,1.666666667,1
0,25,1,8,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,1,1,,,,,,,,,,1
0,12,1,2,,,,,,,,,1
1,17,0,5,500,Low,6,3,1,5,1,1.666666667,1
0,23,0,6,,,,,,,,,1
1,35,1,7,,,6,1,1,,1,1,1
0,17,1,11,,,,,,,,,1
0,13,0,7,,,,,,,,,1
1,65,1,0,500,Low,99,1,1,10,1,1,1
0,27,0,10,,,,,,,,,1
0,25,0,8,,,,,,,,,1
0,16,1,10,,,,,,,,,1
0,14,0,5,,,,,,,,,1
0,14,0,6,,,,,,,,,1
1,30,0,6,1500,Medium,7,1,2,4,2,1.666666667,1
0,26,1,5,,,,,,,,,1
0,4,0,98,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,19,1,4,,,,,,,,,1
1,28,0,8,1500,Medium,6,3,1,1,1,1.666666667,1
0,23,1,,,,,,,,,,1
0,17,1,9,,,,,,,,,1
1,18,1,10,500,Low,98,3,1,5,1,1.666666667,1
0,30,1,14,,,,,,,,,1
0,27,0,10,,,,,,,,,1
1,27,1,0,500,Low,6,3,1,15,1,1.666666667,1
0,5,0,98,,,,,,,,,1
0,29,0,10,,,,,,,,,1
0,14,0,7,,,,,,,,,1
0,6,0,98,,,,,,,,,1
1,32,1,4,0,Low,,1,1,15,1,1,1
0,10,0,4,,,,,,,,,1
1,27,0,10,500,Low,6,1,1,10,1,1,1
0,24,1,8,,,,,,,,,1
0,1,1,,,,,,,,,,1
0,22,1,6,,,,,,,,,1
1,30,0,12.5,500,Low,,1,1,7,1,1,1
0,35,1,,,,,,,,,,1
0,9,0,4,,,,,,,,,1
0,27,1,,,,,,,,,,1
1,65,1,,1000,Medium,12,1,1,15,1,1,1
0,35,1,10,,,,,,,,,1
0,20,1,12,,,,,,,,,1
0,19,1,10,,,,,,,,,1
0,4,1,98,,,,,,,,,1
0,25,0,10,,,,,,,,,1
1,27,0,10,500,Low,,1,1,3,1,1,1
0,22,1,9,,,,,,,,,1
0,2,0,,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,67,0,,2000,Medium,12,3,3,30,3,3,1
1,37,0,12.5,2000,Medium,98,3,3,15,3,3,1
1,32,1,14,,,,,,,,,1
0,15,1,10,,,,,,,,,1
0,1,0,,,,,,,,,,1
0,18,1,11,,,,,,,,,1
0,32,1,,,,,,,,,,1
0,15,1,9,,,,,,,,,1
1,23,0,10,1000,Medium,98,1,1,4,1,1,1
0,20,1,8,,,,,,,,,1
0,14,1,5,,,,,,,,,1
0,14,0,6,,,,,,,,,1
0,18,0,10,,,,,,,,,1
0,22,0,10,,,,,,,,,1
1,24,0,10,1500,Medium,7,1,1,5,2,1.333333333,1
0,25,1,8,,,,,,,,,1
0,1,0,,,,,,,,,,1
0,10,1,2,,,,,,,,,1
1,60,0,,0,Low,,1,1,2,1,1,1
1,65,0,,1000,Medium,14.1,2,2,30,2,2,1
0,55,1,,,,,,,,,,1
0,22,0,10,,,,,,,,,1
0,18,0,10,,,,,,,,,1
1,28,0,10,1500,Medium,6,2,2,12,2,2,1
0,25,1,10,,,,,,,,,1
0,6,1,98,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,23,0,,1000,Medium,6,2,2,3,2,2,1
1,52,0,,2000,Medium,20,2,2,27,2,2,1
0,50,1,,,,,,,,,,1
0,18,1,10,,,,,,,,,1
0,20,0,12.5,,,,,,,,,1
1,28,0,,,,,,,,,,1
0,22,1,,,,,,,,,,1
1,30,0,10,1000,Medium,6,2,2,7,1,1.666666667,1
0,28,1,10,,,,,,,,,1
0,32,1,6,,,,,,,,,1
1,35,1,,,,,1,1,4,1,1,1
0,14,1,8,,,,,,,,,1
1,28,0,10,2000,Medium,6,2,2,4,3,2.333333333,1
0,20,1,8,,,,,,,,,1
1,29,0,,1500,Medium,6,2,2,6,2,2,1
0,27,1,10,,,,,,,,,1
0,12,1,1,,,,,,,,,1
1,28,0,7,1500,Medium,6,2,2,3,2,2,1
0,20,1,10,,,,,,,,,1
0,1,1,,,,,,,,,,1
0,35,1,,,,,,,,,,1
1,19,1,,500,Low,7,1,1,3,1,1,1
1,25,0,,1000,Medium,6,1,1,3,1,1,1
0,25,1,,,,,,,,,,1
0,10,0,5,,,,,,,,,1
0,8,0,2,,,,,,,,,1
0,8,0,2,,,,,,,,,1
1,53,0,4,4000,High,98,3,3,33,3,3,1
0,45,1,2,,,,,,,,,1
0,17,0,11,,,,,,,,,1
0,35,1,10,,,,,,,,,1
1,26,0,12,1000,Medium,6,1,1,6,1,1,1
0,26,1,3,,,,,,,,,1
1,62,0,12,5000,High,98,3,3,26,3,3,1
0,53,1,12,,,,,,,,,1
0,18,0,14,,,,,,,,,1
0,16,0,9,,,,,,,,,1
0,20,1,9,,,,,,,,,1
0,12,0,5,,,,,,,,,1
0,12,1,1,,,,,,,,,1
0,6,0,98,,,,,,,,,1
1,33,0,4,500,Low,6,2,2,30,2,2,1
0,25,1,2,,,,,,,,,1
0,5,0,98,,,,,,,,,1
0,1,1,,,,,,,,,,1
0,21,0,9,,,,,,,,,1
1,20,0,12,500,Low,6,2,2,1,1,1.666666667,1
0,20,0,7,,,,,,,,,1
1,18,0,8,500,Low,6,1,1,2,1,1,1
0,17,0,5,,,,,,,,,1
1,26,0,9,500,Low,6,1,1,13,1,1,1
0,23,1,8,,,,,,,,,1
0,6,0,98,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,30,0,3,500,Low,6,1,1,8,1,1,1
0,25,1,5,,,,,,,,,1
0,8,0,1,,,,,,,,,1
0,5,0,98,,,,,,,,,1
1,18,0,13,500,Low,6,1,1,1,1,1,1
0,18,0,13,,,,,,,,,1
0,18,0,13,,,,,,,,,1
1,18,1,5,500,Low,6,1,1,1,1,1,1
1,18,0,10,500,Low,6,1,1,1,1,1,1
0,18,1,7,,,,,,,,,1
1,20,0,8,500,Low,6,1,1,1,1,1,1
0,18,1,8,,,,,,,,,1
1,35,1,12,500,Low,12,1,1,5,1,1,1
0,30,0,12,,,,,,,,,1
0,25,0,8,,,,,,,,,1
0,20,0,12,,,,,,,,,1
1,40,0,8,1000,Medium,6,2,2,15,2,2,1
0,40,1,,,,,,,,,,1
0,13,0,6,,,,,,,,,1
0,11,0,3,,,,,,,,,1
0,4,1,98,,,,,,,,,1
0,15,1,6,,,,,,,,,1
1,22,0,5,500,Low,6,1,1,6,1,1,1
0,18,1,5,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,9,1,3,,,,,,,,,1
1,19,0,10,900,Medium,,1,1,2,1,1,1
0,16,1,3,,,,,,,,,1
1,22,1,7,500,Low,6,1,1,4,1,1,1
1,48,0,11,400,Low,6,1,3,19,2,2,1
0,28,1,5,,,,,,,,,1
0,16,1,11,,,,,,,,,1
0,14,0,8,,,,,,,,,1
0,32,0,,,,,,,,,,1
1,32,0,9,300,Low,6,,1,2,1,1,1
0,23,1,7,,,,,,,,,1
0,80,1,,,,,,,,,,1
1,29,0,10,300,Low,6,,3,2,2,2.5,1
0,24,1,8,,,,,,,,,1
0,40,1,,,,,,,2,,,1
1,36,1,5,,,,,,2,1,1,1
0,18,1,9,,,,,,,,,1
1,30,1,8,,,,3,1,98,1,1.666666667,1
1,60,0,8,1700,Medium,99,1,2,15,3,2,1
0,50,1,12,,,,,,,,,1
0,18,1,14,,,,,,,,,1
0,14,1,9,,,,,,,,,1
1,28,1,5,,,,3,1,1,1,1.666666667,1
0,6,1,98,,,,,,,,,1
1,25,0,10,500,Low,8,3,3,3,3,3,1
0,22,1,,,,,,,,,,1
1,49,0,6,3000,High,98,1,3,40,3,2.333333333,1
0,20,0,12,,,,,,,,,1
0,18,0,11,,,,,,,,,1
0,15,0,8,,,,,,,,,1
1,30,0,10,1000,Medium,6,3,2,15,2,2.333333333,1
0,27,1,14,,,,,,,,,1
0,7,1,98,,,,,,,,,1
1,28,1,14,,,15,,,3,2,2,1
0,1,1,,,,,,,,,,1
1,30,0,10,1000,Medium,98,3,2,,2,2.333333333,1
0,26,1,13,,,,,,,,,1
0,3,1,,,,,,,,,,1
1,26,0,8,3000,High,98,3,2,3,2,2.333333333,1
0,18,1,7,,,,,,,,,1
1,25,0,10,3000,High,98,3,2,2,2,2.333333333,1
0,20,1,8,,,,,,,,,1
1,25,0,,1000,Medium,98,3,2,4,2,2.333333333,1
0,20,1,5,,,,,,,,,1
1,32,0,10,2000,Medium,98,3,2,4,3,2.666666667,1
0,26,1,10,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,43,0,,2000,Medium,8,3,2,1,3,2.666666667,1
0,17,0,9,,,,,,,,,1
0,14,0,6,,,,,,,,,1
1,26,0,14,3000,High,98,3,3,1,2,2.666666667,1
1,26,0,14,3000,High,15,3,3,1,2,2.666666667,1
1,28,0,10,2000,Medium,6,3,3,9,1,2.333333333,1
0,26,1,8,,,,,3,,,3,1
1,25,0,12,,,,3,3,,1,2.333333333,1
1,35,0,,1000,Medium,98,3,1,,1,1.666666667,1
0,33,1,,,,,,,,,,1
0,9,0,3,,,,,,,,,1
1,30,1,,,,,3,1,,1,1.666666667,1
0,2,0,,,,,,,,,,1
1,25,0,14,,,6,3,1,,1,1.666666667,1
0,20,1,5,,,,,,,,,1
0,22,0,14,1000,Medium,6,3,1,,1,1.666666667,1
1,42,0,,,,,,,,,,1
0,39,1,,,,,,,,,,1
0,10,1,4,,,,,,,,,1
0,6,1,98,,,,,,,,,1
0,1,1,,,,,,,,,,1
0,18,1,7,,,,,,,,,1
1,23,0,11,2000,Medium,98,3,2,,4,3,1
1,45,0,9,2000,Medium,98,1,3,17,3,2.333333333,1
0,33,1,10,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,25,0,10,,,,,,,,,1
0,24,0,6,,,,,,,,,1
1,50,1,,,,99,,1,17,1,1,1
1,33,1,10,,,98,3,2,5,2,2.333333333,1
1,45,0,9,,,98,3,2,5,2,2.333333333,1
1,68,0,,3000,High,12,1,2,23,2,1.666666667,1
0,55,1,,,,,,,,,,1
0,23,1,10,,,,,,,,,1
0,20,0,10,,,,,,,,,1
0,14,0,9,,,,,,,,,1
0,11,1,6,,,,,,,,,1
1,50,0,8,500,Low,6,,1,14,1,1,1
0,35,1,8,,,6,,1,,,1,1
0,6,0,,,,,,,,,,1
1,35,0,,500,Low,6,3,2,13,2,2.333333333,1
0,32,1,8,,,,,,,,,1
0,11,0,4,,,,,,,,,1
0,9,1,2,,,,,,,,,1
0,20,1,9,,,,,,,,,1
1,21,0,10,400,Low,6,3,2,98,2,2.333333333,1
1,27,0,10,,,,3,2,3,2,2.333333333,1
0,23,1,7,,,,,,,,,1
1,23,0,,2000,Medium,6,3,2,3,2,2.333333333,1
0,22,1,4,,,,,,,,,1
0,5,1,1,,,,,,,,,1
1,35,0,,1000,Medium,6,3,2,3,2,2.333333333,1
0,20,1,,,,,,,1,2,2,1
1,35,1,,,,6,3,2,19,2,2.333333333,1
1,40,0,3,1000,Medium,6,1,2,,,1.5,1
0,38,1,,,,,,,,,,1
0,16,0,10,,,,,,,,,1
0,25,0,8,,,,,,,,,1
1,27,0,8,1000,Medium,6,3,1,98,2,2,1
0,26,1,5,,,,,,,,,1
0,5,1,98,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,24,0,3,1000,Medium,6,3,1,98,1,1.666666667,1
0,18,1,4,,,,,,,,,1
1,27,0,10,500,Low,6,3,1,98,1,1.666666667,1
1,28,0,6,1000,Medium,6,3,2,4,2,2.333333333,1
0,23,0,6,,,,,,,,,1
1,40,0,8,2000,Medium,98,1,2,20,2,1.666666667,1
0,32,1,5,,,,,,,,,1
0,18,1,14,,,,,,,,,1
0,11,1,5,,,,,,,,,1
0,4,1,,,,,,,,,,1
1,30,0,6,1000,Medium,6,3,1,3,2,2,1
0,26,1,10,,,,,,,,,1
0,3,0,,,,,,,,,,1
1,33,0,10,1000,Medium,6,3,1,1,2,2,1
0,26,1,4,,,,,,,,,1
0,6,1,98,,,,,,,,,1
0,2,0,,,,,,,,,,1
1,60,0,10,1500,Medium,99,1,2,20,3,2,1
0,40,1,10,,,,,,,,,1
1,26,0,14,4000,High,98,,2,20,2,2,1
0,26,1,10,,,,,,,,,1
0,5,0,98,,,,,,,,,1
0,2,0,,,,,,,,,,1
0,24,1,15,,,,,,,,,1
0,24,1,14,,,,,,,,,1
0,20,0,10,,,,,,,,,1
0,12,1,8,,,,,,,,,1
1,29,1,,500,Low,6,1,3,3,1,1.666666667,1
0,29,1,5,,,,,,,,,1
1,54,0,12,300,Low,12,1,2,20,3,2,1
0,34,1,11,,,,,,,,,1
0,22,1,14,,,,,,,,,1
0,20,1,14,,,,,,,,,1
0,20,0,14,,,,,,,,,1
0,26,0,,3000,High,98,,,,,,1
1,28,0,,2000,Medium,98,3,2,3,2,2.333333333,1
0,21,1,,,,,,,,,,1
1,32,0,,500,Low,6,3,2,3,2,2.333333333,1
0,28,1,,,,,,,,,,1
0,18,1,10,,,,,,,,,1
0,9,0,,,,,,,,,,1
0,2,0,,,,,,,,,,1
1,20,1,14,1500,Medium,98,3,1,4,1,1.666666667,1
0,18,1,8,,,,,,,,,1
1,26,0,13,2500,High,15,3,2,98,1,2,1
1,30,0,10,1000,Medium,6,3,2,,1,2,1
0,26,0,10,,,,,,,,,1
1,42,0,8,2000,Medium,6,1,2,17,2,1.666666667,1
0,32,1,4,,,,,,,,,1
0,14,1,9,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,35,0,6,1000,Medium,6,3,1,6,2,2,1
0,25,1,,,,,,,,,,1
0,11,1,6,,,,,,,,,1
0,6,0,98,,,,,,,,,1
1,30,0,8,1000,Medium,6,3,1,1,1,1.666666667,1
0,20,1,7,,,,,,,,,1
0,2,1,,,,,,,,,,1
0,8,1,,,,,,,,,,1
1,35,0,8,2000,Medium,,1,2,9,2,1.666666667,1
0,28,1,5,,,,,,,,,1
0,11,1,5,,,,,,,,,1
0,8,1,1,,,,,,,,,1
0,18,1,2,,,,,,,,,1
1,23,0,4,500,Low,6,1,1,3,1,1,1
0,18,1,5,,,,,,,,,1
1,22,1,7,500,Low,,1,1,5,2,1.333333333,1
0,23,0,10,,,,,,,,,1
1,45,0,14,,,,,,,,,1
1,34,1,13,,,,,,,,,1
0,12,1,6,,,,,,,,,1
0,8,0,2,,,,,,,,,1
1,51,1,,1000,Medium,12,2,2,20,2,2,1
0,40,1,,,,,,,,,,1
0,24,0,14,,,,,,,,,1
0,23,1,14,,,,,,,,,1
0,19,0,10,,,,,,,,,1
1,45,0,,500,Low,6,1,1,15,1,1,1
0,23,1,4,,,,,,,,,1
0,5,1,98,,,,,,,,,1
1,27,0,10,500,Low,6,1,1,15,1,1,1
0,23,1,10,,,,,,,,,1
1,22,0,9,500,Low,7,1,1,11,1,1,1
1,25,0,10,500,Low,6,1,1,10,1,1,1
0,23,1,9,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,35,0,6,2000,Medium,12,3,3,15,3,3,1
0,30,1,4,,,,,,,,,1
0,7,1,1,,,,,,,,,1
0,7,1,1,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,29,0,9,500,Low,7,2,2,12,2,2,1
0,30,0,,500,Low,6,2,2,15,2,2,1
1,30,0,,,,,,,,,,1
0,27,1,,,,,,,,,,1
0,6,0,1,,,,,,,,,1
1,27,0,,500,Low,6,2,2,6,2,2,1
0,24,1,10,,,,,,,,,1
0,7,1,1,1000,Medium,6,2,2,4,2,2,1
1,36,0,6,,,,,,,,,1
0,26,1,3,,,,,,,,,1
0,8,0,1,5000,High,,3,3,18,3,3,1
1,42,0,12,,,,,,,,,1
0,38,1,8,,,,,,,,,1
0,20,1,14,,,,,,,,,1
0,19,0,14,,,,,,,,,1
0,14,0,7,,,,,,,,,1
0,5,0,98,,,,,,,,,1
1,27,0,7,500,Low,6,2,2,7,2,2,1
0,23,1,7,,,,,,,,,1
1,32,0,,500,Low,6,2,2,32,2,2,1
0,28,1,3,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,33,0,7,500,Low,6,2,2,15,2,2,1
0,30,1,7,,,,,,,,,1
0,8,0,2,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,74,0,11,3000,High,,2,2,2,2,2,1
0,23,1,10,,,,,,,,,1
1,30,1,,500,Low,98,2,2,3,2,2,1
0,20,1,5,,,,,,,,,1
1,52,0,,500,Low,6,2,2,30,1,1.666666667,1
0,44,1,,,,,,,,,,1
0,18,0,10,,,,,,,,,1
0,17,0,7,,,,,,,,,1
0,52,1,,,,,,,,,,1
1,50,1,,200,Low,,1,1,30,1,1,1
0,40,0,,,,,,,,,,1
0,38,0,,,,,,,,,,1
0,28,1,3,,,,,,,,,1
0,30,1,,,,,,,,,,1
0,16,1,6,,,,,,,,,1
0,11,1,3,,,,,,,,,1
1,35,0,,500,Low,6,1,1,1,,1,1
0,27,1,8,,,,,,,,,1
0,16,0,8,,,,,,,,,1
0,13,0,5,,,,,,,,,1
0,3,1,,,,,,,,,,1
1,18,0,5,500,Low,6,1,1,3,2,1.333333333,1
0,18,0,6,,,,,,,,,1
0,17,0,4,,,,,,,,,1
1,25,0,9,300,Low,6,1,1,7,1,1,1
0,20,1,8,,,,,,,,,1
0,2,0,,,,,,,,,,1
0,9,1,3,,,,,,,,,1
0,15,0,5,,,,,,,,,1
0,16,1,10,,,,,,,,,1
1,28,0,10,1000,Medium,6,1,1,10,1,1,1
0,26,1,8,,,,,,,,,1
1,33,0,10,1500,Medium,98,2,2,10,2,2,1
0,27,1,7,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,31,0,10,500,Low,6,1,1,6,1,1,1
0,22,1,5,,,,,,,,,1
0,3,1,,,,,,,,,,1
1,23,0,7,500,Low,6,1,1,5,1,1,1
1,40,1,8,1500,Medium,12,2,2,,2,2,1
1,31,0,10,1000,Medium,,2,2,31,2,2,1
0,30,1,10,,,,,,,,,1
0,4,0,98,,,,,,,,,1
1,30,0,5,500,Low,6,2,2,30,2,2,1
0,29,1,,,,,,,,,,1
0,5,1,98,,,,,,,,,1
1,32,0,14,2000,Medium,,2,2,13,2,2,1
0,22,1,5,,,,,,,,,1
0,5,1,98,,,,,,,,,1
1,29,0,5,1500,Medium,6,2,2,6,2,2,1
0,21,1,6,,,,,,,,,1
1,30,0,12,500,Low,6,2,2,7,2,2,1
0,20,1,,,,,,,,,,1
0,2,0,,,,,,,,,,1
1,28,1,8,500,Low,,2,2,5,2,2,1
0,17,1,7,,,,,,,,,1
0,2,1,,,,,,,,,,1
1,35,0,9,3000,High,7,3,3,10,3,3,1
0,25,1,8,,,,,,,,,1
0,2,0,,,,,,,,,,1
0,24,1,12.5,,,,,,,,,1
1,45,0,8,,,99,1,1,7,1,1,1
0,36,1,8,,,,,,,,,1
0,20,0,10,,,,,,,,,1
0,15,1,7,,,,,,,,,1
0,13,0,4,,,,,,,,,1
1,45,0,,2000,Medium,12,2,2,14,2,2,1
0,30,1,,,,,,,,,,1
0,18,1,10,,,,,,,,,1
0,13,1,7,,,,,,,,,1
0,6,0,98,,,,,,,,,1
0,2,0,,,,,,,,,,1
1,30,0,7,1000,Medium,6,2,2,12,1,1.666666667,1
0,28,1,3,,,,,,,,,1
0,7,0,98,,,,,,,,,1
0,3,0,,,,,,,,,,1
1,28,0,,1000,Medium,,2,2,14,1,1.666666667,1
0,25,1,,,,,,,,,,1
0,7,0,98,,,,,,,,,1
1,40,0,4,2000,Medium,12,3,3,20,3,3,1
0,30,1,12,,,,,,,,,1
0,10,1,10,,,,,,,,,1
0,6,1,98,,,,,,,,,1
1,63,0,0,500,Low,12,1,1,15,1,1,1
0,40,1,4,,,,,,,,,1
0,24,0,13,,,,,,,,,1
0,20,0,10,,,,,,,,,1
1,45,0,5,800,Medium,12,1,2,20,2,1.666666667,1
0,27,1,10,,,,,,,,,1
0,25,0,10,,,,,,,,,1
0,23,0,14,,,,,,,,,1
0,58,1,0,,,,,,,,,1
1,25,0,10,1000,Medium,8,3,1,6,1,1.666666667,1
0,22,1,5,,,,,,,,,1
0,2,0,,,,,,,,,,1
1,42,0,8,1000,Medium,6,1,1,18,1,1,1
0,39,1,6,,,,,,,,,1
0,7,1,1,,,,,,,,,1
0,9,1,2,,,,,,,,,1
1,31,0,6,500,Low,6,3,1,6,1,1.666666667,1
0,29,1,9,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,35,0,3,1000,Medium,98,3,1,9,1,1.666666667,1
0,25,1,0,,,,,,,,,1
0,12,0,6,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,55,0,10,3000,High,15,1,3,22,3,2.333333333,1
0,45,1,0,,,,,,,,,1
0,26,0,,,,,,,,,,1
0,23,1,14,,,,,,,,,1
0,9,0,2,,,,,,,,,1
0,16,1,6,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,27,0,8,1500,Medium,6,3,1,3,1,1.666666667,1
0,23,1,5,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,30,0,7,1000,Medium,6,3,1,3,1,1.666666667,1
0,25,1,6,,,,,,,,,1
0,20,0,5,,,,,,,,,1
0,6,1,98,,,,,,,,,1
0,7,0,,,,,,,,,,1
1,64,1,0,500,Low,6,3,1,10,1,1.666666667,1
0,6,0,98,,,,,,,,,1
1,18,1,9,500,Low,6,3,1,2,1,1.666666667,1
0,17,1,9,,,,,,,,,1
1,38,0,0,1500,Medium,6,1,2,20,2,1.666666667,1
0,34,1,0,,,,,,,,,1
0,18,0,10,,,,,,,,,1
0,17,0,8,,,,,,,,,1
0,62,1,7,500,Low,7,1,1,8,1,1,1
1,30,0,4,1500,Medium,6,3,1,5,1,1.666666667,1
0,27,1,6,,,,,,,,,1
0,2,1,,,,,,,,,,1
0,14,1,6,,,,,,,,,1
1,38,0,7,1000,Medium,12,1,2,30,2,1.666666667,1
0,30,1,6,,,,,,,,,1
0,17,1,10,,,,,,,,,1
0,10,0,3,,,,,,,,,1
0,1,0,,,,,,,,,,1
1,30,0,8,1500,Medium,15,3,1,4,1,1.666666667,1
0,27,1,13,,,,,,,,,1
0,1,1,,,,,,,,,,1
0,13,1,1,,,,,,,,,1
1,22,0,10,2500,High,8,3,2,3,2,2.333333333,1
0,20,1,7,,,,,,,,,1
1,37,0,14,2000,Medium,3,1,3,2,3,2.333333333,1
0,27,1,12,,,,,,,,,1
0,4,0,98,,,,,,,,,1
1,21,0,4,1000,Medium,6,3,1,3,1,1.666666667,1
0,20,1,8,,,,,,,,,1
1,45,0,10,2000,Medium,15,1,2,18,2,1.666666667,1
0,45,1,8,,,,,,,,,1
0,25,0,14,,,,,,,,,1
0,23,0,13,,,,,,,,,1
0,26,1,14,,,,,,,,,1
0,28,1,14,,,,,,,,,1
0,19,0,12.5,,,,,,,,,1
0,21,1,8,,,,,,,,,1
0,9,0,3,,,,,,,,,1
0,8,1,2,,,,,,,,,1
1,50,0,0,3000,High,12,1,3,50,1,1.666666667,1
0,45,1,0,,,,,,,,,1
0,27,0,0,,,,,,,,,1
0,20,0,0,,,,,,,,,1
0,17,0,0,,,,,,,,,1
0,24,1,5,,,,,,,,,1
0,1,1,,,,,,,,,,1
1,30,1,5,1000,Medium,7,3,1,6,1,1.666666667,1
0,22,1,8,,,,,,,,,1
0,4,0,98,,,,,,,,,1
0,7,1,1,,,,,,,,,1
1,25,0,8,1000,Medium,6,3,1,10,1,1.666666667,1
0,25,1,5,,,,,,,,,1
0,9,0,2,,,,,,,,,1
0,7,0,98,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,22,0,5,,,,,,,,,1
1,38,0,0,1000,Medium,6,3,1,7,1,1.666666667,1
0,25,1,7,,,,,,,,,1
0,10,1,2,,,,,,,,,1
0,3,1,,,,,,,,,,1
0,15,0,7,,,,,,15,1,1,1
1,23,0,10,500,Low,6,3,1,1,1,1.666666667,1
0,27,1,8,,,,,,,,,1
1,20,1,5,500,Low,6,3,1,4,1,1.666666667,1
1,28,1,0,500,Low,99,3,1,4,1,1.666666667,1
1,35,0,8,1500,Medium,12,1,2,22,2,1.666666667,1
0,34,1,2,,,,,,,,,1
0,13,0,8,,,,,,,,,1
0,11,1,5,,,,,,,,,1
1,37,0,10,1000,Medium,98,3,1,37,1,1.666666667,1
0,33,1,10,,,,,,,,,1
0,1,1,,,,,,,,,,1
